CustomerId;Surname;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited
15762418;Gant;750;Spain;Male;22;3;12168182;1;1;0;12864335;1
15625759;Rowley;729;France;Male;30;9;0;2;1;0;15186935;0
15622897;Sharpe;646;France;Female;46;4;0;3;1;0;9325142;1
15757535;Heap;647;Spain;Female;44;5;0;3;1;1;17420522;1
15731511;Ritchie;808;France;Male;45;7;11862655;2;1;0;14713246;0
15809248;Cole;524;France;Female;36;10;0;2;1;0;10961457;0
15640635;Capon;769;France;Male;29;8;0;2;1;1;17229061;0
15676966;Capon;730;Spain;Male;42;4;0;2;0;1;8598247;0
15699461;Fiorentini;515;Spain;Male;35;10;17627395;1;0;1;12127778;0
15738721;Graham;773;Spain;Male;41;9;10282744;1;0;1;6459525;0
15604348;Allard;710;Spain;Male;22;8;0;2;0;0;9964504;0
15633059;Fanucci;413;France;Male;34;9;0;2;0;0;653418;0
15808582;Fu;665;France;Female;40;6;0;1;1;1;16184803;0
15743192;Hung;623;France;Female;44;6;0;2;0;0;16716243;0
15580146;Hung;738;France;Male;31;9;8267415;1;1;0;4197072;0
15776605;Bradley;528;Spain;Male;36;7;0;2;1;0;6053656;0
15804919;Dunbabin;670;Spain;Female;65;1;0;1;1;1;17765568;1
15613854;Mauldon;622;Spain;Female;46;4;10707327;2;1;1;3098459;1
15602312;Walkom;605;Spain;Male;33;5;1500928;1;0;0;7186279;0
15715951;Thorpe;562;France;Male;42;2;10023835;1;0;0;8679741;0
15591100;Chiemela;675;Spain;Male;36;9;10619055;1;0;1;2299432;0
15698028;Duncan;506;France;Female;41;1;0;2;1;0;317663;0
15682472;Culbreth;828;France;Male;34;8;12943334;2;0;0;3813177;0
15580203;Kennedy;674;Spain;Male;39;6;12019342;1;0;0;10013095;0
15690673;Cameron;656;France;Female;39;6;0;2;1;0;14106988;0
15779659;Zetticci;625;France;Female;28;3;0;1;0;0;18364641;0
15627360;Fuller;432;France;Male;42;9;15260345;1;1;0;11026524;1
15671137;MacDonald;549;France;Female;52;1;0;1;0;1;863605;1
15575492;Kennedy;828;France;Female;41;7;0;2;1;0;17137877;0
15591607;Fernie;770;France;Male;24;9;10182707;1;1;0;16725635;0
15740404;He;758;France;Female;34;3;0;2;1;1;12422616;0
15677871;Cocci;687;France;Male;38;9;12257087;1;1;1;3560888;0
15642004;Alekseeva;686;France;Male;25;1;0;2;0;1;1645937;0
15610156;Ma;637;France;Male;40;2;1334631;1;0;1;9316534;0
15594408;Chia;584;Spain;Female;48;2;2131462;1;1;0;7516125;1
15640905;Vasin;579;Spain;Female;35;1;12949036;2;0;1;859083;1
15724944;Tien;663;France;Male;34;7;0;2;1;1;18042724;0
15628145;Forwood;682;France;Female;43;5;12585193;1;1;1;19331833;0
15713483;Greeves;793;Spain;Male;52;2;0;1;1;0;15912382;1
15612350;Taylor;691;France;Female;31;5;4091555;1;1;0;12621384;1
15800703;Madukwe;485;Spain;Female;21;5;11315722;1;1;1;541415;0
15705707;Bennelong;635;Spain;Female;29;8;13829694;2;1;0;14107551;0
15754105;Olisanugo;650;France;Male;37;5;10696718;1;0;0;2449503;0
15703264;Chukwufumnanya;735;France;Male;44;9;12068163;1;1;0;7483634;0
15794413;Harris;416;France;Male;32;0;0;2;0;1;87887;0
15650237;Morgan;754;Spain;Female;32;7;0;2;1;0;8952075;0
15759618;Alexeeva;535;France;Female;48;9;0;1;1;0;14989279;1
15811589;Metcalfe;716;Spain;Male;42;8;0;2;1;0;18080042;0
15689044;Humphries;539;France;Male;37;2;12760959;1;1;0;9864622;0
15709368;Milne;614;France;Female;43;6;0;2;1;1;10904153;0
15679145;Chou;706;Spain;Male;57;7;0;1;1;0;1794116;1
15655007;Li;758;France;Female;33;7;0;2;0;0;8299647;0
15623595;Clayton;586;Spain;Female;28;2;0;2;1;1;9206735;0
15589975;Maclean;646;France;Female;73;6;9725925;1;0;1;10471966;0
15692132;Wilkinson;717;Spain;Female;22;6;10106025;1;0;1;8469956;0
15641122;Wei;684;France;Male;30;2;0;2;1;0;8347382;0
15630910;Treacy;800;France;Female;49;7;10800736;1;0;0;4712511;0
15680772;Hu;721;Spain;Female;36;2;0;2;1;1;1069778;0
15658929;Taverner;683;Spain;Male;29;0;13370289;1;1;0;5558254;1
15588537;Robinson;615;Spain;Female;41;9;10901323;1;1;0;19649996;0
15574692;Pinto;667;Spain;Female;39;2;0;2;1;0;4072124;1
15587562;Hawkins;484;France;Female;29;4;13011439;1;1;0;16401789;0
15586310;Ting;578;France;Male;30;4;16946209;1;1;0;11218711;0
15625524;Rowe;512;France;Male;40;5;0;2;1;1;14645783;0
15755209;Fu;484;Spain;Female;35;7;13386821;1;1;1;272861;0
15645248;Ho;510;France;Female;30;0;0;2;1;1;13055347;0
15762615;Campbell;597;Spain;Female;40;8;10199312;1;0;1;9477412;0
15716334;Rozier;850;Spain;Female;45;2;12231121;1;1;1;194825;0
15789669;Hsia;510;France;Male;65;2;0;2;1;1;4807161;0
15810845;T'ang;636;France;Male;42;2;0;2;1;1;5547078;0
15719377;Cocci;804;France;Female;50;4;0;1;1;1;854687;1
15654506;Chang;514;France;Male;32;8;0;2;1;0;9585718;0
15771977;T'ao;730;France;Female;39;1;9901067;1;1;0;1949458;0
15708710;Ford;525;Spain;Female;37;0;0;1;0;1;13152172;0
15726676;Marshall;616;Spain;Male;30;5;0;2;0;1;19610851;0
15726931;Onwumelu;715;France;Female;41;8;5621485;2;0;0;9298261;1
15771086;Graham;512;France;Female;36;3;8432777;2;1;0;1767536;0
15756850;Golovanov;479;France;Male;40;1;0;2;0;0;11499643;0
15702741;Potts;601;France;Male;32;8;9301289;1;1;0;8695742;0
15679200;Crawford;580;Spain;Male;29;9;6171044;2;1;0;1280778;0
15594815;Aleshire;807;France;Male;35;3;17479015;1;1;1;60036;0
15635905;Moran;616;Spain;Female;32;6;0;2;1;1;4300146;0
15656176;Jenkins;501;France;Male;57;10;0;2;1;1;4784719;0
15811127;Volkov;521;France;Male;35;6;9642384;1;1;0;1048844;0
15604482;Chiemezie;850;Spain;Male;30;2;14104001;1;1;1;59782;0
15622911;Jude;759;France;Male;42;4;10542018;1;0;1;12140906;0
15600974;He;516;Spain;Male;50;5;0;1;0;1;14614593;1
15727868;Onuora;711;France;Female;38;2;12902206;2;1;1;1437486;1
15627801;Ginikanwa;512;Spain;Male;33;3;17666662;1;1;0;9467077;0
15773039;Ku;550;France;Male;37;3;0;1;1;1;17967031;0
15755262;McDonald;608;Spain;Female;41;3;8976384;1;0;0;19930474;1
15679531;Collins;618;France;Male;34;5;13495453;1;1;1;15195439;0
15684181;Hackett;643;France;Male;45;5;0;1;1;0;1425135;1
15612087;Dike;671;France;Male;45;2;10637685;1;0;1;15826462;0
15624592;Tan;603;France;Male;31;8;0;2;1;1;16991502;0
15573152;Glassman;620;France;Female;41;9;0;2;0;0;8885247;0
15594917;Miller;676;France;Female;34;1;6309501;1;1;1;4064581;0
15680920;Marchesi;695;France;Male;46;7;4951255;1;1;0;13300734;0
15786308;Millar;730;Spain;Female;33;9;0;2;0;0;17657662;0
15659366;Shih;807;France;Male;43;1;10579932;2;1;0;3488804;1
15774854;Fuller;592;France;Male;54;8;0;1;1;1;2873771;1
15725311;Hay;726;France;Female;31;9;11472205;2;1;1;9817857;0
15787155;Yang;514;Spain;Male;30;7;0;1;0;1;12501024;0
15727829;McIntyre;567;France;Male;42;2;0;2;1;1;16798461;0
15733247;Stevenson;850;France;Male;33;10;0;1;1;0;486172;1
15699029;Bagley;670;France;Male;37;4;17055791;2;1;0;19825288;0
15774393;Ch'ien;694;France;Female;30;9;0;2;1;1;2696031;0
15808473;Ringrose;673;France;Male;72;1;0;2;0;1;11198119;0
15627000;Freeman;610;France;Male;40;0;0;2;1;0;622326;0
15787174;Sergeyev;512;France;Female;37;1;0;2;0;1;15610503;0
15704769;Smith;585;France;Female;67;5;11397897;2;0;1;9314611;0
15711540;Pacheco;712;France;Female;29;2;0;1;1;1;144375;0
15794056;Johnston;668;France;Female;46;2;0;3;1;0;8904846;1
15795149;Stevens;703;France;Male;28;2;8117383;2;0;1;16281216;0
15812009;Grant;662;Spain;Male;38;4;0;2;1;0;13625965;0
15813844;Barnes;703;France;Male;37;8;10596168;2;0;1;741588;0
15576269;Madison;523;Spain;Male;34;7;0;2;1;0;6203006;0
15797219;Ifesinachi;635;France;Female;40;10;12349758;1;1;0;13195323;1
15599792;Dimauro;545;France;Female;26;1;0;2;1;1;19963856;0
15753754;Morrison;587;Spain;Female;34;1;0;2;1;1;9793268;0
15793726;Matveyeva;681;France;Female;79;0;0;2;0;1;17096899;0
15665834;Cheatham;696;Spain;Male;28;8;0;1;0;0;17671347;0
15765297;Yao;766;Spain;Male;41;0;0;2;0;1;3428323;0
15636684;Kirkland;727;France;Male;34;10;0;2;1;1;19863734;0
15750803;Jess;693;France;Female;30;6;12799225;1;1;1;504572;0
15673481;Morton;726;Spain;Female;48;6;9990619;1;1;0;6432324;0
15686776;Rossi;557;France;Female;32;6;18468641;2;1;0;1495644;0
15673693;Reppert;682;France;Female;26;0;11065402;1;0;1;11187921;0
15700696;Kang;738;Spain;Male;31;9;790198;1;1;1;1860623;0
15813163;Ch'iu;531;Spain;Female;36;9;9924051;1;1;0;12313701;0
15653857;Wallis;498;France;Male;34;2;0;2;1;1;14852824;0
15777076;Clark;651;France;Male;36;7;0;2;1;0;1389831;0
15717398;Fielding;549;Spain;Female;39;7;0;1;0;0;8125925;1
15787071;Dulhunty;650;Spain;Male;41;9;0;2;0;1;19159967;0
15725166;Newton;707;France;Male;30;8;0;2;1;0;3315937;0
15758685;Dubinina;706;Spain;Female;37;7;0;2;1;1;1108993;0
15694456;Toscani;756;France;Male;62;3;0;1;1;1;1119904;1
15767339;Chiazagomekpere;777;France;Female;53;10;0;2;1;0;18999297;0
15683562;Allen;646;France;Male;35;6;8402686;1;0;1;16425569;0
15782210;K'ung;714;France;Male;46;1;0;1;1;0;15216779;1
15668893;Wilsmore;782;France;Male;39;8;0;2;1;1;3394967;0
15669169;Hargreaves;775;Spain;Male;29;10;0;2;1;1;6814393;0
15699389;Ch'ien;807;France;Male;42;7;11827471;1;1;1;2588572;0
15708608;Wallwork;799;France;Female;22;8;17418598;2;0;1;19263385;0
15626144;Chu;675;France;Male;40;7;11320886;2;1;0;3457736;0
15573112;Kang;602;Spain;Male;29;5;10390728;1;1;0;16122984;0
15790678;Davidson;475;France;Female;32;8;11902328;1;1;0;10081629;0
15727556;O'Donnell;744;Spain;Female;26;5;16629789;1;1;1;18169444;0
15697307;Nnachetam;588;Spain;Male;34;10;0;2;1;0;7907891;0
15607098;Ahmed;747;Spain;Female;41;5;9452117;2;1;0;19492686;0
15655774;Booth;583;France;Male;27;7;0;2;1;0;5128549;0
15590241;Chuang;750;Spain;Female;34;9;11282226;1;0;0;15040153;1
15785819;Shao;681;France;Male;38;3;0;2;1;1;11249196;0
15723654;Tsao;773;France;Male;25;2;13590333;1;1;0;7365638;0
15774510;Tien;714;France;Female;31;4;12516926;1;1;1;10663689;0
15684173;Chang;687;Spain;Female;44;7;0;3;1;0;15585352;1
15650068;Johnson;511;France;Male;58;0;14911731;1;1;1;16259951;0
15811490;French;627;France;Male;33;5;0;2;1;1;10373782;0
15803976;Efremov;694;France;Female;31;10;0;2;1;0;16099027;0
15682541;Hartley;616;Spain;Female;36;6;13231171;1;0;0;1546284;0
15695699;Calabrese;687;France;Male;35;8;0;2;1;0;1033405;0
15624188;Chiu;712;France;Female;33;6;0;2;1;1;19068616;0
15812191;Brennan;553;France;Male;33;4;11808289;1;0;0;9444045;0
15636673;Onwuatuegwu;667;France;Male;31;1;11926669;1;1;1;2825763;0
15594898;Hewitt;731;France;Male;43;2;0;1;1;1;17003495;1
15773972;Balashov;614;France;Male;50;4;13710447;1;1;0;12716649;1
15712287;Pokrovskii;652;France;Female;80;4;0;2;1;1;18860307;0
15674398;Russo;642;France;Male;38;3;0;2;0;0;17146383;0
15631868;Robertson;744;Spain;Male;36;2;15380444;1;1;1;8721333;0
15581539;Atkinson;474;Spain;Male;37;3;0;2;0;0;5717532;0
15662736;Doyle;559;France;Male;49;2;14706978;1;1;0;12054083;1
15666252;Ritchie;706;Spain;Male;42;9;0;2;1;1;2871434;0
15677512;McEncroe;628;Spain;Female;22;3;0;1;1;0;8542628;0
15626114;Pearson;429;France;Male;24;4;9574175;1;1;0;4617075;0
15810834;Gordon;525;Spain;Female;57;2;14596533;1;1;1;6444836;0
15678910;Ts'ai;680;France;Female;30;8;14144175;1;1;1;1627897;0
15694408;Lung;749;France;Male;40;1;13929041;1;1;0;18285542;1
15585215;Yuan;763;France;Female;31;4;0;2;0;0;5040472;0
15682757;Pardey;734;France;Male;30;3;0;2;1;0;10764025;0
15736601;Tai;716;France;Male;35;4;14442887;1;1;0;13413265;0
15601848;Scott;594;France;Male;35;2;0;2;1;0;10348069;0
15736008;Hunter;644;France;Female;46;9;9544127;1;1;0;10876105;1
15598493;Beach;656;France;Male;50;7;0;2;0;1;7214344;0
15601274;Hsieh;667;Spain;Female;40;1;14650207;1;1;0;1916289;0
15742668;Day;626;Spain;Female;37;6;10826937;1;1;0;559794;0
15697441;Hsueh;485;France;Male;29;7;18212379;1;1;0;11682851;1
15648064;Kennedy;649;France;Male;33;2;0;2;1;0;201098;0
15636624;Nwabugwu;805;Spain;Female;39;5;16527213;1;1;0;1410985;1
15786170;Tien;659;France;Male;31;4;11834226;1;0;0;16157419;0
15681081;Marrero;545;Spain;Female;47;5;0;2;1;1;3897014;0
15684484;White;543;France;Male;22;8;0;2;0;0;12758722;0
15785869;Pisano;718;France;Female;25;7;0;2;1;0;3038012;0
15763859;Brown;840;France;Female;43;7;0;2;1;0;9090895;0
15576256;Yusupova;582;France;Male;39;5;0;2;1;1;12989293;0
15659420;Foley;659;Spain;Male;32;3;10759411;2;1;1;10241684;0
15593365;Shih;762;Spain;Male;39;2;8127313;1;1;1;1871967;0
15777352;Ikedinachukwu;568;Spain;Female;32;7;1693996;1;1;0;6193622;0
15812007;Power;670;Spain;Male;25;6;0;2;1;1;7835894;0
15625461;Amos;613;France;Female;45;1;18784199;2;1;1;14722427;0
15739438;Reed;539;France;Male;30;0;0;2;1;0;16097966;0
15611759;Simmons;850;Spain;Female;57;8;1267763;2;1;1;13229849;0
15661629;Ricci;522;Spain;Male;34;9;12643629;1;1;0;17424852;1
15633950;Yen;737;France;Male;41;1;10196074;1;1;1;12354728;0
15592386;Campbell;520;France;Male;58;3;0;2;0;1;3279002;0
15803716;West;706;Spain;Male;28;3;0;2;0;1;18154367;0
15706365;Bianchi;648;France;Female;50;9;10253557;1;1;1;18954319;0
15676715;Madukaego;640;France;Male;68;9;0;2;1;1;19949338;0
15613085;Ibrahimova;628;Spain;Female;33;3;0;1;1;1;18819325;0
15583303;Monaldo;593;France;Female;29;2;15226543;1;1;0;3400444;0
15611579;Sutherland;801;Spain;Male;42;4;14194767;1;1;1;1059829;0
15758449;Angelo;769;France;Female;39;8;0;1;0;1;21016;0
15667871;Kerr;572;Spain;Male;35;4;15239026;1;1;0;12812366;0
15677371;Ko;629;Spain;Female;30;2;3401363;1;1;0;1957063;0
15629677;Distefano;687;Spain;Female;39;2;0;3;0;0;1881506;1
15713578;Farrell;483;France;Female;50;9;0;2;1;1;11102024;0
15591509;Milano;690;France;Male;36;7;10158311;2;1;0;12377515;0
15720910;Black;560;France;Female;66;9;0;1;1;1;1592849;0
15721181;Oliver;611;Spain;Male;46;6;0;2;1;0;4588633;0
15776433;Greco;730;Spain;Male;62;2;0;2;1;1;18648995;0
15748936;Whitehead;709;Spain;Female;45;2;0;2;0;1;16292265;0
15717225;Ikemefuna;544;France;Female;21;10;16152596;2;1;0;926277;0
15573456;Cunningham;648;Spain;Male;46;9;127209;2;1;0;7740595;1
15684548;Demidov;556;Spain;Male;38;8;0;2;0;0;41741;1
15620505;Celis;594;Spain;Female;24;0;9737854;1;1;1;7140517;0
15584766;Knight;557;France;Male;33;3;5450355;1;1;1;37105;0
15762218;Mills;701;France;Female;39;9;0;2;0;1;1458949;0
15646372;Outhwaite;616;France;Female;66;1;13584241;1;1;0;18384051;1
15690452;Tung;605;France;Male;52;1;6334975;1;1;0;10888744;0
15781589;Carpenter;751;Spain;Male;52;8;0;2;0;1;17929185;0
15732674;Fennell;443;Spain;Male;36;6;7043801;2;0;1;5693743;0
15642291;Fontaine;685;France;Male;23;8;0;2;1;1;11223903;0
15692761;Pratt;718;France;Male;36;9;0;1;1;0;4590987;0
15578045;Mitchell;538;Spain;Female;49;9;14143404;1;0;0;17377925;1
15745354;Franklin;611;Spain;Female;37;4;0;2;1;0;12569626;0
15566594;McKenzie;709;Spain;Male;23;10;0;2;0;0;12959018;0
15760431;Pino;850;France;Male;38;1;0;2;1;1;8000665;0
15686302;Fisk;745;Spain;Female;31;3;12432884;1;1;1;14045152;0
15810432;Moseley;795;Spain;Male;35;8;0;2;1;0;16715536;0
15809616;Hsiung;626;Spain;Male;26;8;0;2;0;0;19142071;0
15695632;Dellucci;556;France;Female;39;9;8958835;1;1;1;948981;0
15659843;Li;643;France;Female;46;6;0;2;0;0;10678159;0
15615624;De Salis;605;France;Female;28;6;0;2;0;0;15950852;0
15716186;Richardson;586;France;Female;38;2;0;2;1;0;8716846;0
15622834;Stevenson;678;France;Female;35;4;0;1;1;0;12551832;0
15566111;Estes;596;France;Male;39;9;0;1;1;0;4896359;0
15784597;Lattimore;648;France;Male;26;9;16292385;1;1;0;9836824;0
15806964;Utz;702;France;Male;45;0;8079358;1;1;1;2747481;0
15799384;Collier;683;France;Male;33;8;0;1;0;0;7356444;0
15581197;Ricci;762;France;Female;51;3;9928698;1;0;1;8557863;0
15624623;Hs?;516;France;Male;35;10;10408859;2;0;0;119666;0
15783501;Findlay;800;France;Female;38;2;16819033;2;1;0;6805208;0
15782735;Chukwuemeka;626;France;Female;35;3;0;1;0;0;8019036;0
15611088;Genovese;790;France;Female;31;9;0;2;1;0;8412675;0
15672145;Swift;534;France;Female;34;7;12155158;2;1;1;70179;0
15732628;Ugoji;745;France;Male;46;2;12222019;1;1;1;1180241;0
15787470;Parkinson;553;Spain;Male;47;3;11652815;1;0;0;14570419;1
15803406;Ross;748;France;Female;26;1;7778029;1;0;1;18304941;0
15730460;Oleary;722;France;Male;37;2;0;1;0;0;12090683;0
15644572;Turnbull;501;France;Male;40;4;1258322;1;1;1;10043383;0
15694860;Uspensky;675;France;Female;38;6;680658;1;0;0;138777;1
15658169;Cook;778;Spain;Female;47;6;12729934;2;1;0;12469499;0
15785798;Uchechukwu;850;France;Male;40;9;0;2;0;1;11923233;0
15710825;Ch'en;592;Spain;Male;31;7;1100711;1;0;0;4392136;0
15668444;He;590;Spain;Female;44;3;13943237;1;1;0;6222281;0
15726631;Hilton;758;France;Female;39;6;12735776;1;0;1;56577;0
15733797;Sal;506;France;Male;36;5;0;2;1;0;16425335;0
15747960;Eluemuno;733;France;Male;33;3;0;1;1;1;766673;0
15634632;Titus;711;France;Male;38;3;0;2;1;0;6848751;0
15662976;Lettiere;637;Spain;Male;37;8;0;1;1;1;18606236;0
15718443;Chibuzo;539;France;Male;39;3;0;2;1;0;3669217;0
15670039;Sun;509;Spain;Female;25;3;10873871;2;1;0;10692057;0
15773792;Evans;662;France;Female;32;4;13395037;1;1;1;4872568;1
15613786;Ogbonnaya;818;Spain;Male;26;4;0;2;1;1;16703694;0
15726032;Enyinnaya;608;France;Male;33;9;8996869;1;1;0;6877726;0
15663252;Olisanugo;850;Spain;Female;32;9;0;2;1;1;1892492;0
15633283;Padovano;536;France;Male;35;8;0;2;1;0;6483328;0
15749167;Fisk;753;France;Male;35;3;0;2;1;1;18484377;0
15759298;Shih;631;Spain;Male;27;10;13416962;1;1;1;17673002;0
15683625;Hare;703;France;Male;37;1;14976208;1;1;0;206294;1
15635367;Muir;774;France;Male;26;2;9384469;1;1;0;2841536;0
15681705;Fanucci;785;France;Male;28;8;0;2;1;0;7723127;0
15603156;Elewechi;571;France;Female;33;1;0;2;1;0;1027507;0
15809722;Ankudinov;611;France;Female;40;8;10081233;2;1;0;14735827;0
15677538;Nwokike;569;France;Male;38;7;0;1;1;1;1084692;0
15797736;Smith;658;France;Male;29;4;802626;1;1;1;2061282;0
15695585;Atkins;788;Spain;Male;34;6;15647862;1;0;1;18119676;0
15744398;Burns;525;France;Female;23;5;0;2;1;0;1602491;0
15750658;Obiuto;798;France;Male;37;8;0;3;0;0;11078328;0
15676519;George;615;Spain;Male;61;9;0;2;1;0;15022785;1
15637954;Lewis;730;France;Female;35;0;15547055;1;1;1;5371828;0
15758639;Moran;641;France;Male;37;7;0;2;1;0;752483;0
15613772;Dalrymple;542;France;Male;39;3;13509677;1;1;1;1435343;1
15731744;Carslaw;692;France;Male;30;2;0;2;0;1;13048657;0
15714689;Houghton;591;Spain;Male;29;1;9754124;1;1;1;19635617;0
15699005;Martin;710;France;Female;41;2;15606705;1;1;1;998388;0
15624170;Tan;639;France;Female;38;4;8155094;2;0;1;11897477;0
15725679;Hsia;531;France;Female;47;6;0;1;0;0;19499834;1
15585865;Westerberg;673;France;Female;38;2;17006192;2;0;0;13490134;1
15662403;Kryukova;622;France;Female;32;6;16908938;2;1;0;10105795;0
15733616;Sopuluchukwu;806;France;Male;40;5;8061393;1;1;1;14283864;0
15677020;Selezneva;570;France;Female;58;8;0;1;0;1;11650392;1
15727688;Chizuoke;555;Spain;Male;32;4;0;2;1;1;5440579;0
15715941;Lueck;692;France;Male;54;5;0;2;1;1;8872184;0
15714485;Udinese;774;France;Male;60;5;8589155;1;1;0;7413548;1
15730059;Udobata;638;Spain;Male;44;9;7763735;2;1;1;11134622;0
15715527;Freeman;543;Spain;Female;41;4;0;1;0;0;19490216;0
15576623;Outlaw;584;France;Male;31;5;0;2;1;0;3147427;0
15773890;Okechukwu;733;France;Male;22;5;0;2;1;1;11720219;0
15598883;King;599;Spain;Female;37;2;0;2;1;1;14373929;0
15782236;Gibbs;735;Spain;Male;34;5;0;2;0;0;7109541;0
15593601;Isayev;734;France;Male;34;6;1335984;1;1;1;1310724;0
15682048;Pisano;605;France;Female;51;3;13618878;1;1;1;6711059;1
15746902;Belstead;793;Spain;Male;38;9;0;2;1;0;8822502;0
15752081;Vassiliev;468;France;Female;56;10;0;3;0;1;6225687;1
15775912;Mazzanti;698;France;Male;48;4;10123824;2;0;1;17781587;1
15745417;Knipe;707;France;Male;58;6;8968592;1;0;1;12647113;0
15671256;Macartney;850;France;Female;35;1;21177431;1;1;0;18857412;1
15653547;Madukwe;850;France;Male;56;7;13131748;1;1;1;11917545;0
15595766;Watts;527;Spain;Male;37;5;9372273;2;1;1;13909373;0
15763274;Wu;661;France;Male;48;3;12032054;1;0;0;9646325;0
15786063;Chin;776;France;Female;31;2;0;2;1;1;11234951;0
15600258;Chesnokova;701;France;Male;43;2;0;2;1;1;16530379;0
15573318;Kung;610;France;Male;26;8;0;2;1;0;16603108;0
15694272;Nkemakolam;673;France;Male;30;1;6409775;1;1;1;7778335;0
15736112;Walton;519;Spain;Female;57;2;11903535;2;1;1;2987179;0
15749851;Brookes;702;Spain;Female;26;4;13521957;1;0;1;5974763;0
15663478;Baldwin;729;France;Male;32;6;9369442;1;1;1;7991913;0
15592300;Mai;543;Spain;Male;35;10;5940863;1;1;0;7677353;0
