CustomerId;Surname;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited
15623944;T'ien;511;Spain;Female;66;4;0;1;1;0;164311;1
15804771;Velazquez;614;France;Male;51;4;4068592;1;1;1;4677528;0
15651280;Hunter;742;Germany;Male;35;5;136857;1;0;0;8450957;0
15773469;Clark;687;Germany;Female;27;9;15232888;2;0;0;12649482;0
15702014;Jeffrey;555;Spain;Male;33;1;5608469;2;0;0;17879813;0
15751208;Pirozzi;684;Spain;Male;56;8;7870716;1;1;1;9939836;0
15592461;Jackson;603;Germany;Male;26;4;10916637;1;1;1;9284067;0
15789484;Hammond;751;Germany;Female;36;6;16983146;2;1;1;2775836;0
15696061;Brownless;581;Germany;Female;34;1;10163304;1;1;0;11043151;0
15641582;Chibugo;735;Germany;Male;43;10;12318001;2;1;1;19667328;0
15638424;Glauert;661;Germany;Female;35;5;15072553;2;0;1;11365685;0
15755648;Pisano;675;France;Female;21;8;9837326;1;1;0;18203;0
15703793;Konovalova;738;Germany;Male;58;2;13374544;4;1;0;2837386;1
15620344;McKee;813;France;Male;29;6;0;1;1;0;3395387;0
15812518;Palermo;657;Spain;Female;37;0;16360718;1;0;1;4420355;0
15779052;Ballard;604;Germany;Female;25;5;15778084;2;1;1;5842681;0
15770811;Wallace;519;France;Male;36;9;0;2;0;1;1455624;0
15780961;Cavenagh;735;France;Female;21;1;17871819;2;1;0;22388;0
15614049;Hu;664;France;Male;55;8;0;2;1;1;13916164;0
15662085;Read;678;France;Female;32;9;0;1;1;1;14821064;0
15575185;Bushell;757;Spain;Male;33;5;7725322;1;0;1;19423963;0
15803136;Postle;416;Germany;Female;41;10;12218966;2;1;0;9830161;0
15706021;Buley;665;France;Female;34;1;9664554;2;0;0;17141366;0
15663706;Leonard;777;France;Female;32;2;0;1;1;0;13645819;1
15641732;Mills;543;France;Female;36;3;0;2;0;0;2601959;0
15701164;Onyeorulu;506;France;Female;34;4;9030762;1;1;1;15923529;0
15738751;Beit;493;France;Female;46;4;0;2;1;0;190766;0
15805254;Ndukaku;652;Spain;Female;75;10;0;2;1;1;11467575;0
15762418;Gant;750;Spain;Male;22;3;12168182;1;1;0;12864335;1
15625759;Rowley;729;France;Male;30;9;0;2;1;0;15186935;0
15622897;Sharpe;646;France;Female;46;4;0;3;1;0;9325142;1
15767954;Osborne;635;Germany;Female;28;3;8162367;2;1;1;15679136;0
15757535;Heap;647;Spain;Female;44;5;0;3;1;1;17420522;1
15731511;Ritchie;808;France;Male;45;7;11862655;2;1;0;14713246;0
15809248;Cole;524;France;Female;36;10;0;2;1;0;10961457;0
15640635;Capon;769;France;Male;29;8;0;2;1;1;17229061;0
15676966;Capon;730;Spain;Male;42;4;0;2;0;1;8598247;0
15699461;Fiorentini;515;Spain;Male;35;10;17627395;1;0;1;12127778;0
15738721;Graham;773;Spain;Male;41;9;10282744;1;0;1;6459525;0
15693683;Yuille;814;Germany;Male;29;8;970864;2;1;1;19727613;0
15604348;Allard;710;Spain;Male;22;8;0;2;0;0;9964504;0
15633059;Fanucci;413;France;Male;34;9;0;2;0;0;653418;0
15808582;Fu;665;France;Female;40;6;0;1;1;1;16184803;0
15743192;Hung;623;France;Female;44;6;0;2;0;0;16716243;0
15580146;Hung;738;France;Male;31;9;8267415;1;1;0;4197072;0
15776605;Bradley;528;Spain;Male;36;7;0;2;1;0;6053656;0
15804919;Dunbabin;670;Spain;Female;65;1;0;1;1;1;17765568;1
15613854;Mauldon;622;Spain;Female;46;4;10707327;2;1;1;3098459;1
15599195;Stiger;582;Germany;Male;32;1;8893862;1;1;1;1005453;0
15812878;Parsons;785;Germany;Female;36;2;9980685;1;0;1;3697652;0
15602312;Walkom;605;Spain;Male;33;5;1500928;1;0;0;7186279;0
15744689;T'ang;479;Germany;Male;35;9;9283389;1;1;0;9944986;1
15803526;Eremenko;685;Germany;Male;30;3;9053681;1;0;1;6308288;0
15665790;Rowntree;538;Germany;Male;39;7;1080551;2;1;0;2723126;0
15715951;Thorpe;562;France;Male;42;2;10023835;1;0;0;8679741;0
15591100;Chiemela;675;Spain;Male;36;9;10619055;1;0;1;2299432;0
15609618;Fanucci;721;Germany;Male;28;9;15447554;2;0;1;10130094;1
15675522;Ko;628;Germany;Female;30;9;13235129;2;1;1;7416913;0
15705512;Welch;668;Germany;Female;37;6;1678644;1;1;0;11563829;0
15698028;Duncan;506;France;Female;41;1;0;2;1;0;317663;0
15661670;Chidozie;524;Germany;Female;31;8;10781863;1;1;0;19972539;1
15600781;Wu;699;Germany;Male;34;4;18517381;2;1;0;12083448;0
15682472;Culbreth;828;France;Male;34;8;12943334;2;0;0;3813177;0
15580203;Kennedy;674;Spain;Male;39;6;12019342;1;0;0;10013095;0
15690673;Cameron;656;France;Female;39;6;0;2;1;0;14106988;0
15760085;Calabresi;684;Germany;Female;48;10;12638442;1;1;1;19812936;0
15779659;Zetticci;625;France;Female;28;3;0;1;0;0;18364641;0
15627360;Fuller;432;France;Male;42;9;15260345;1;1;0;11026524;1
15671137;MacDonald;549;France;Female;52;1;0;1;0;1;863605;1
15782688;Piccio;625;Germany;Male;56;0;14850724;1;1;0;4682408;1
15575492;Kennedy;828;France;Female;41;7;0;2;1;0;17137877;0
15591607;Fernie;770;France;Male;24;9;10182707;1;1;0;16725635;0
15740404;He;758;France;Female;34;3;0;2;1;1;12422616;0
15718369;Kaodilinakachukwu;795;Germany;Female;33;9;13086243;1;1;1;11493521;0
15677871;Cocci;687;France;Male;38;9;12257087;1;1;1;3560888;0
15642004;Alekseeva;686;France;Male;25;1;0;2;0;1;1645937;0
15712543;Chinweike;789;Germany;Male;39;7;12482846;2;1;1;12441108;0
15584518;Arthur;589;Germany;Female;50;5;14489505;2;1;1;3494123;0
15802381;Li;461;Germany;Female;34;5;6366393;1;0;1;16778428;0
15610156;Ma;637;France;Male;40;2;1334631;1;0;1;9316534;0
15594408;Chia;584;Spain;Female;48;2;2131462;1;1;0;7516125;1
15640905;Vasin;579;Spain;Female;35;1;12949036;2;0;1;859083;1
15698932;Groves;756;Germany;Male;44;10;13745209;1;1;0;1895439;0
15724944;Tien;663;France;Male;34;7;0;2;1;1;18042724;0
15628145;Forwood;682;France;Female;43;5;12585193;1;1;1;19331833;0
15713483;Greeves;793;Spain;Male;52;2;0;1;1;0;15912382;1
15612350;Taylor;691;France;Female;31;5;4091555;1;1;0;12621384;1
15800703;Madukwe;485;Spain;Female;21;5;11315722;1;1;1;541415;0
15705707;Bennelong;635;Spain;Female;29;8;13829694;2;1;0;14107551;0
15754105;Olisanugo;650;France;Male;37;5;10696718;1;0;0;2449503;0
15703264;Chukwufumnanya;735;France;Male;44;9;12068163;1;1;0;7483634;0
15794413;Harris;416;France;Male;32;0;0;2;0;1;87887;0
15650237;Morgan;754;Spain;Female;32;7;0;2;1;0;8952075;0
15759618;Alexeeva;535;France;Female;48;9;0;1;1;0;14989279;1
15811589;Metcalfe;716;Spain;Male;42;8;0;2;1;0;18080042;0
15689044;Humphries;539;France;Male;37;2;12760959;1;1;0;9864622;0
15709368;Milne;614;France;Female;43;6;0;2;1;1;10904153;0
15679145;Chou;706;Spain;Male;57;7;0;1;1;0;1794116;1
15655007;Li;758;France;Female;33;7;0;2;0;0;8299647;0
15623595;Clayton;586;Spain;Female;28;2;0;2;1;1;9206735;0
15589975;Maclean;646;France;Female;73;6;9725925;1;0;1;10471966;0
15804017;Chigolum;631;Germany;Female;33;4;1232467;1;0;0;11268757;0
15692132;Wilkinson;717;Spain;Female;22;6;10106025;1;0;1;8469956;0
15641122;Wei;684;France;Male;30;2;0;2;1;0;8347382;0
15630910;Treacy;800;France;Female;49;7;10800736;1;0;0;4712511;0
15680772;Hu;721;Spain;Female;36;2;0;2;1;1;1069778;0
15658929;Taverner;683;Spain;Male;29;0;13370289;1;1;0;5558254;1
15585388;Sherman;660;Germany;Male;31;9;12518975;2;1;1;13987443;0
15724623;Taubman;704;Germany;Female;24;7;11303422;1;1;0;16250348;1
15588537;Robinson;615;Spain;Female;41;9;10901323;1;1;0;19649996;0
15574692;Pinto;667;Spain;Female;39;2;0;2;1;0;4072124;1
15611325;Wood;682;Germany;Male;24;9;5792981;2;0;0;531343;0
15587562;Hawkins;484;France;Female;29;4;13011439;1;1;0;16401789;0
15613172;Sun;628;Germany;Male;27;5;9582649;2;1;0;15599696;0
15651022;Yost;480;Germany;Male;44;10;12960857;1;1;0;54727;1
15586310;Ting;578;France;Male;30;4;16946209;1;1;0;11218711;0
15625524;Rowe;512;France;Male;40;5;0;2;1;1;14645783;0
15755209;Fu;484;Spain;Female;35;7;13386821;1;1;1;272861;0
15645248;Ho;510;France;Female;30;0;0;2;1;1;13055347;0
15790355;Okechukwu;606;Germany;Male;36;5;19047948;2;0;0;17935189;0
15762615;Campbell;597;Spain;Female;40;8;10199312;1;0;1;9477412;0
15625426;Ashbolt;754;Germany;Female;55;3;16160881;1;1;0;808085;1
15716334;Rozier;850;Spain;Female;45;2;12231121;1;1;1;194825;0
15789669;Hsia;510;France;Male;65;2;0;2;1;1;4807161;0
15621075;Ogbonnaya;778;Germany;Female;45;1;16215042;2;1;0;17453127;0
15810845;T'ang;636;France;Male;42;2;0;2;1;1;5547078;0
15719377;Cocci;804;France;Female;50;4;0;1;1;1;854687;1
15654506;Chang;514;France;Male;32;8;0;2;1;0;9585718;0
15771977;T'ao;730;France;Female;39;1;9901067;1;1;0;1949458;0
15708710;Ford;525;Spain;Female;37;0;0;1;0;1;13152172;0
15726676;Marshall;616;Spain;Male;30;5;0;2;0;1;19610851;0
15587421;Tsai;687;Germany;Female;34;7;11138818;2;1;0;14856476;0
15726931;Onwumelu;715;France;Female;41;8;5621485;2;0;0;9298261;1
15771086;Graham;512;France;Female;36;3;8432777;2;1;0;1767536;0
15756850;Golovanov;479;France;Male;40;1;0;2;0;0;11499643;0
15702741;Potts;601;France;Male;32;8;9301289;1;1;0;8695742;0
15679200;Crawford;580;Spain;Male;29;9;6171044;2;1;0;1280778;0
15594815;Aleshire;807;France;Male;35;3;17479015;1;1;1;60036;0
15635905;Moran;616;Spain;Female;32;6;0;2;1;1;4300146;0
15777892;Samsonova;721;Germany;Male;37;3;10772064;1;1;1;15859112;0
15656176;Jenkins;501;France;Male;57;10;0;2;1;1;4784719;0
15811127;Volkov;521;France;Male;35;6;9642384;1;1;0;1048844;0
15604482;Chiemezie;850;Spain;Male;30;2;14104001;1;1;1;59782;0
15622911;Jude;759;France;Male;42;4;10542018;1;0;1;12140906;0
15600974;He;516;Spain;Male;50;5;0;1;0;1;14614593;1
15727868;Onuora;711;France;Female;38;2;12902206;2;1;1;1437486;1
15627801;Ginikanwa;512;Spain;Male;33;3;17666662;1;1;0;9467077;0
15773039;Ku;550;France;Male;37;3;0;1;1;1;17967031;0
15755262;McDonald;608;Spain;Female;41;3;8976384;1;0;0;19930474;1
15679531;Collins;618;France;Male;34;5;13495453;1;1;1;15195439;0
15684181;Hackett;643;France;Male;45;5;0;1;1;0;1425135;1
15612087;Dike;671;France;Male;45;2;10637685;1;0;1;15826462;0
15752047;Trevisano;689;Germany;Male;33;2;16181464;2;1;0;1693819;0
15624592;Tan;603;France;Male;31;8;0;2;1;1;16991502;0
15573152;Glassman;620;France;Female;41;9;0;2;0;0;8885247;0
15594917;Miller;676;France;Female;34;1;6309501;1;1;1;4064581;0
15785542;Kornilova;572;Germany;Male;26;4;11828701;2;0;0;604273;0
15723488;Watson;668;Germany;Male;47;7;10685421;1;0;1;15795902;1
15680920;Marchesi;695;France;Male;46;7;4951255;1;1;0;13300734;0
15786308;Millar;730;Spain;Female;33;9;0;2;0;0;17657662;0
15659366;Shih;807;France;Male;43;1;10579932;2;1;0;3488804;1
15774854;Fuller;592;France;Male;54;8;0;1;1;1;2873771;1
15725311;Hay;726;France;Female;31;9;11472205;2;1;1;9817857;0
15787155;Yang;514;Spain;Male;30;7;0;1;0;1;12501024;0
15727829;McIntyre;567;France;Male;42;2;0;2;1;1;16798461;0
15733247;Stevenson;850;France;Male;33;10;0;1;1;0;486172;1
15568748;Poole;671;Germany;Male;45;6;9956422;1;1;1;10887245;1
15699029;Bagley;670;France;Male;37;4;17055791;2;1;0;19825288;0
15774393;Ch'ien;694;France;Female;30;9;0;2;1;1;2696031;0
15676895;Cattaneo;547;Germany;Female;39;6;7459615;3;1;1;8574652;1
15637753;O'Sullivan;751;Germany;Male;50;2;9688839;1;1;0;7720625;1
15605461;Lucas;594;Germany;Female;29;3;13083022;1;1;0;6104853;0
15808473;Ringrose;673;France;Male;72;1;0;2;0;1;11198119;0
15627000;Freeman;610;France;Male;40;0;0;2;1;0;622326;0
15787174;Sergeyev;512;France;Female;37;1;0;2;0;1;15610503;0
15723886;Fiore;767;Germany;Male;20;3;11971425;2;0;1;15013538;0
15704769;Smith;585;France;Female;67;5;11397897;2;0;1;9314611;0
15772896;Dumetochukwu;763;Germany;Male;42;6;10016075;1;1;0;3346294;1
15711540;Pacheco;712;France;Female;29;2;0;1;1;1;144375;0
15764866;Synnot;539;Germany;Female;43;3;1162205;3;1;0;5580396;1
15794056;Johnston;668;France;Female;46;2;0;3;1;0;8904846;1
15795149;Stevens;703;France;Male;28;2;8117383;2;0;1;16281216;0
15812009;Grant;662;Spain;Male;38;4;0;2;1;0;13625965;0
15651001;Tsao;725;Germany;Female;39;5;1168038;1;1;0;12405297;0
15813844;Barnes;703;France;Male;37;8;10596168;2;0;1;741588;0
15596175;McIntosh;659;Germany;Male;67;6;1174116;1;1;1;4507109;1
15576269;Madison;523;Spain;Male;34;7;0;2;1;0;6203006;0
15797219;Ifesinachi;635;France;Female;40;10;12349758;1;1;0;13195323;1
15685500;Glazkov;772;Germany;Male;26;7;15240051;2;1;0;79414;0
15599792;Dimauro;545;France;Female;26;1;0;2;1;1;19963856;0
15657566;Wieck;634;Germany;Male;24;8;10309785;1;1;1;15757729;0
15772423;Liao;739;Germany;Male;54;8;12641814;1;1;0;13442075;1
15628112;Hughes;771;Germany;Female;36;5;778469;1;0;0;9980599;0
15753754;Morrison;587;Spain;Female;34;1;0;2;1;1;9793268;0
15793726;Matveyeva;681;France;Female;79;0;0;2;0;1;17096899;0
15694717;Ku;544;Germany;Male;37;2;7973191;1;1;1;5755895;0
15665834;Cheatham;696;Spain;Male;28;8;0;1;0;0;17671347;0
15765297;Yao;766;Spain;Male;41;0;0;2;0;1;3428323;0
15636684;Kirkland;727;France;Male;34;10;0;2;1;1;19863734;0
15592979;Rose;671;Germany;Female;34;6;3726667;2;0;0;15691712;0
15750803;Jess;693;France;Female;30;6;12799225;1;1;1;504572;0
15607178;Welch;850;Germany;Male;38;3;5490101;1;1;1;14007555;0
15713853;Ifeajuna;732;Germany;Male;42;9;10874808;2;1;1;6532311;0
15673481;Morton;726;Spain;Female;48;6;9990619;1;1;0;6432324;0
15686776;Rossi;557;France;Female;32;6;18468641;2;1;0;1495644;0
15673693;Reppert;682;France;Female;26;0;11065402;1;0;1;11187921;0
15700696;Kang;738;Spain;Male;31;9;790198;1;1;1;1860623;0
15813163;Ch'iu;531;Spain;Female;36;9;9924051;1;1;0;12313701;0
15653857;Wallis;498;France;Male;34;2;0;2;1;1;14852824;0
15777076;Clark;651;France;Male;36;7;0;2;1;0;1389831;0
15717398;Fielding;549;Spain;Female;39;7;0;1;0;0;8125925;1
15799217;Zetticci;791;Germany;Female;35;7;524362;1;1;0;16105175;0
15787071;Dulhunty;650;Spain;Male;41;9;0;2;0;1;19159967;0
15619955;Bevington;733;Germany;Male;34;3;10033796;3;1;0;4855919;1
15796505;Boyle;811;Germany;Female;34;1;14929719;2;1;1;18633974;0
15725166;Newton;707;France;Male;30;8;0;2;1;0;3315937;0
15800116;Bowman;712;Germany;Male;28;4;14560544;1;0;1;9388353;0
15758685;Dubinina;706;Spain;Female;37;7;0;2;1;1;1108993;0
15694456;Toscani;756;France;Male;62;3;0;1;1;1;1119904;1
15767339;Chiazagomekpere;777;France;Female;53;10;0;2;1;0;18999297;0
15683562;Allen;646;France;Male;35;6;8402686;1;0;1;16425569;0
15782210;K'ung;714;France;Male;46;1;0;1;1;0;15216779;1
15668893;Wilsmore;782;France;Male;39;8;0;2;1;1;3394967;0
15669169;Hargreaves;775;Spain;Male;29;10;0;2;1;1;6814393;0
15643024;Huang;479;Germany;Male;35;4;13871892;1;1;1;4725179;1
15699389;Ch'ien;807;France;Male;42;7;11827471;1;1;1;2588572;0
15708608;Wallwork;799;France;Female;22;8;17418598;2;0;1;19263385;0
15626144;Chu;675;France;Male;40;7;11320886;2;1;0;3457736;0
15573112;Kang;602;Spain;Male;29;5;10390728;1;1;0;16122984;0
15790678;Davidson;475;France;Female;32;8;11902328;1;1;0;10081629;0
15727556;O'Donnell;744;Spain;Female;26;5;16629789;1;1;1;18169444;0
15697307;Nnachetam;588;Spain;Male;34;10;0;2;1;0;7907891;0
15652266;Chidiebele;703;Germany;Male;42;9;63227;1;0;1;13731632;0
15607098;Ahmed;747;Spain;Female;41;5;9452117;2;1;0;19492686;0
15655774;Booth;583;France;Male;27;7;0;2;1;0;5128549;0
15590241;Chuang;750;Spain;Female;34;9;11282226;1;0;0;15040153;1
15785819;Shao;681;France;Male;38;3;0;2;1;1;11249196;0
15723654;Tsao;773;France;Male;25;2;13590333;1;1;0;7365638;0
15774510;Tien;714;France;Female;31;4;12516926;1;1;1;10663689;0
15684173;Chang;687;Spain;Female;44;7;0;3;1;0;15585352;1
15650068;Johnson;511;France;Male;58;0;14911731;1;1;1;16259951;0
15811490;French;627;France;Male;33;5;0;2;1;1;10373782;0
15803976;Efremov;694;France;Female;31;10;0;2;1;0;16099027;0
15682541;Hartley;616;Spain;Female;36;6;13231171;1;0;0;1546284;0
15695699;Calabrese;687;France;Male;35;8;0;2;1;0;1033405;0
15624188;Chiu;712;France;Female;33;6;0;2;1;1;19068616;0
15812191;Brennan;553;France;Male;33;4;11808289;1;0;0;9444045;0
15636673;Onwuatuegwu;667;France;Male;31;1;11926669;1;1;1;2825763;0
15594898;Hewitt;731;France;Male;43;2;0;1;1;1;17003495;1
15660211;Shih;629;Germany;Male;35;7;15684729;2;1;0;3182429;0
15773972;Balashov;614;France;Male;50;4;13710447;1;1;0;12716649;1
15746726;Doyle;438;Germany;Male;31;8;7839869;1;1;0;4493701;0
15712287;Pokrovskii;652;France;Female;80;4;0;2;1;1;18860307;0
15702919;Collins;729;Germany;Male;30;6;6366942;1;1;0;14511137;0
15674398;Russo;642;France;Male;38;3;0;2;0;0;17146383;0
15797960;Skinner;806;Germany;Female;59;0;13529633;1;1;0;1828225;0
15631868;Robertson;744;Spain;Male;36;2;15380444;1;1;1;8721333;0
15581539;Atkinson;474;Spain;Male;37;3;0;2;0;0;5717532;0
15662736;Doyle;559;France;Male;49;2;14706978;1;1;0;12054083;1
15666252;Ritchie;706;Spain;Male;42;9;0;2;1;1;2871434;0
15677512;McEncroe;628;Spain;Female;22;3;0;1;1;0;8542628;0
15626114;Pearson;429;France;Male;24;4;9574175;1;1;0;4617075;0
15810834;Gordon;525;Spain;Female;57;2;14596533;1;1;1;6444836;0
15678910;Ts'ai;680;France;Female;30;8;14144175;1;1;1;1627897;0
15694408;Lung;749;France;Male;40;1;13929041;1;1;0;18285542;1
15585215;Yuan;763;France;Female;31;4;0;2;0;0;5040472;0
15682757;Pardey;734;France;Male;30;3;0;2;1;0;10764025;0
15736601;Tai;716;France;Male;35;4;14442887;1;1;0;13413265;0
15601848;Scott;594;France;Male;35;2;0;2;1;0;10348069;0
15736008;Hunter;644;France;Female;46;9;9544127;1;1;0;10876105;1
15669064;Mazzanti;671;Germany;Male;35;1;14484874;1;1;1;1790123;0
15624528;L?;664;Germany;Male;26;7;11624414;2;1;1;9514514;0
15598493;Beach;656;France;Male;50;7;0;2;0;1;7214344;0
15601274;Hsieh;667;Spain;Female;40;1;14650207;1;1;0;1916289;0
15702669;Faulkner;663;Germany;Male;44;2;1170286;2;0;1;14468018;0
15728669;Knowles;584;Germany;Female;30;8;11201381;1;1;0;17777203;1
15742668;Day;626;Spain;Female;37;6;10826937;1;1;0;559794;0
15697441;Hsueh;485;France;Male;29;7;18212379;1;1;0;11682851;1
15740476;Tsao;659;Germany;Female;32;3;15092374;2;0;1;17465251;0
15648064;Kennedy;649;France;Male;33;2;0;2;1;0;201098;0
15636624;Nwabugwu;805;Spain;Female;39;5;16527213;1;1;0;1410985;1
15807923;Young;716;Germany;Female;39;10;11530131;1;1;0;435274;1
15745844;Kerr;642;Germany;Female;40;6;12950249;2;0;1;8609923;1
15786170;Tien;659;France;Male;31;4;11834226;1;0;0;16157419;0
15681081;Marrero;545;Spain;Female;47;5;0;2;1;1;3897014;0
15684484;White;543;France;Male;22;8;0;2;0;0;12758722;0
15785869;Pisano;718;France;Female;25;7;0;2;1;0;3038012;0
15763859;Brown;840;France;Female;43;7;0;2;1;0;9090895;0
15658935;Freeman;630;Germany;Female;34;9;10693705;2;1;0;13827501;0
15747358;Russell;643;Germany;Male;59;3;17033137;1;1;1;3217179;0
15735203;Seleznyov;654;Germany;Female;32;1;11451085;1;1;1;12614323;0
15576256;Yusupova;582;France;Male;39;5;0;2;1;1;12989293;0
15659420;Foley;659;Spain;Male;32;3;10759411;2;1;1;10241684;0
15593365;Shih;762;Spain;Male;39;2;8127313;1;1;1;1871967;0
15777352;Ikedinachukwu;568;Spain;Female;32;7;1693996;1;1;0;6193622;0
15812007;Power;670;Spain;Male;25;6;0;2;1;1;7835894;0
15625461;Amos;613;France;Female;45;1;18784199;2;1;1;14722427;0
15739438;Reed;539;France;Male;30;0;0;2;1;0;16097966;0
15611759;Simmons;850;Spain;Female;57;8;1267763;2;1;1;13229849;0
15661629;Ricci;522;Spain;Male;34;9;12643629;1;1;0;17424852;1
15633950;Yen;737;France;Male;41;1;10196074;1;1;1;12354728;0
15592386;Campbell;520;France;Male;58;3;0;2;0;1;3279002;0
15803716;West;706;Spain;Male;28;3;0;2;0;1;18154367;0
15696674;Robinson;643;Germany;Female;45;2;15084293;1;0;1;231996;1
15706365;Bianchi;648;France;Female;50;9;10253557;1;1;1;18954319;0
15745088;Chen;443;Germany;Female;29;9;9902761;2;1;0;109404;0
15676715;Madukaego;640;France;Male;68;9;0;2;1;1;19949338;0
15613085;Ibrahimova;628;Spain;Female;33;3;0;1;1;1;18819325;0
15633537;Nolan;540;Germany;Female;42;9;8727141;2;1;0;17257264;0
15594720;Scott;460;Germany;Female;35;8;10274291;2;1;1;1893396;0
15684042;Blair;636;Germany;Male;34;2;4010551;2;0;1;5351216;0
15583303;Monaldo;593;France;Female;29;2;15226543;1;1;0;3400444;0
15611579;Sutherland;801;Spain;Male;42;4;14194767;1;1;1;1059829;0
15774696;Cole;640;Germany;Female;75;1;10630791;2;0;1;11342877;0
15694506;Briggs;611;Germany;Male;31;0;10788481;2;1;1;18348798;0
15688074;Gregory;802;Germany;Male;31;1;12501372;1;1;1;18765809;0
15759537;Bianchi;717;Germany;Male;35;7;5846937;2;1;1;17245939;0
15758449;Angelo;769;France;Female;39;8;0;1;0;1;21016;0
15583456;Gardiner;745;Germany;Male;45;10;11723163;3;1;1;12238102;1
15667871;Kerr;572;Spain;Male;35;4;15239026;1;1;0;12812366;0
15677371;Ko;629;Spain;Female;30;2;3401363;1;1;0;1957063;0
15629677;Distefano;687;Spain;Female;39;2;0;3;0;0;1881506;1
